Date,Open,High,Low,Close,Volume,Mkt-RF,SMB,HML,RF,ADS_Index,FB
2016-11-15,115.32,118.49,115.15,117.3,308106,0.8,-0.55,0.15,0.001,-0.238171102732789,-0.033663964948296564
2016-11-16,117.25,117.88,113.25,116.11,301460,-0.12,0.3,-0.56,0.001,-0.229769107617622,0.01825429548308077
2016-11-17,116.57,117.96,116.01,117.81,168823,0.56,0.13,-0.13,0.001,-0.220187990426407,-0.007364947445011207
2016-11-18,117.27,119.13,116.84,117.98,214249,-0.16,0.56,0.39,0.001,-0.209426505268992,0.012386482359747101
2016-11-21,118.2,121.95,117.02,121.89,331273,0.77,-0.26,0.08,0.001,-0.170330685289339,-0.006558551736931725
2016-11-22,122.26,122.98,120.9,121.26,238426,0.31,0.54,0.58,0.001,-0.1550594651116,0.039789160158859284
2016-11-23,121.46,121.63,119.94,120.76,143242,0.16,0.52,0.18,0.001,-0.138541033519739,-0.002466667937641005
2016-11-25,121.0,121.25,120.07,120.25,80138,0.4,-0.08,-0.24,0.001,-0.101753781668894,-0.005200003527816111
2016-11-28,120.3,121.69,119.6,120.45,167024,-0.64,-0.77,0.07,0.001,-0.037503812107956,-0.003813942218307473
2016-11-29,120.56,122.1,120.4,120.95,171585,0.11,-0.36,-0.07,0.001,-0.0145780129951886,0.0002492379254181272
2016-11-30,121.12,121.79,117.95,118.56,281017,-0.25,-0.4,2.25,0.001,0.00883058407103226,0.0038129935674604495
2016-12-01,118.57,118.79,114.0,115.0,393849,-0.36,-0.67,2.06,0.001,0.0327250230510277,-0.020478002476828863
2016-12-02,114.13,116.48,114.08,115.25,224928,0.0,0.05,-0.32,0.001,0.0563637917946771,-0.028436311862948756
2016-12-05,116.2,117.57,115.07,117.53,188565,0.75,1.1,0.28,0.001,0.117227541301175,0.002603073053379327
2016-12-06,117.65,117.8,116.33,117.47,175404,0.48,0.63,0.23,0.001,0.134693563548781,0.017438039971968213
2016-12-07,117.35,117.95,116.57,117.83,201067,1.26,-0.63,0.52,0.001,0.15079330569445,-0.0010224249082060287
2016-12-08,117.83,119.5,117.6,118.87,208338,0.36,1.15,0.59,0.001,0.165528861284244,0.005440793950393756
2016-12-09,118.89,119.94,118.8,119.68,161929,0.46,-0.28,0.12,0.001,0.178902146470865,0.008106157669195983
2016-12-12,119.4,119.48,117.6,117.6,161340,-0.3,-0.94,-0.1,0.001,0.210929649549519,0.006454576137793813
2016-12-13,118.04,121.52,117.61,120.43,274340,0.6,-0.51,-0.28,0.001,0.219247327130568,-0.016087969846090688
2016-12-14,120.41,121.69,118.85,120.6,236587,-0.82,-0.36,-0.28,0.001,0.226522799091232,0.02133818404163434
2016-12-15,120.43,122.5,119.63,120.5,184335,0.46,0.37,0.28,0.001,0.23275701150478,-0.0008315234243235497
2016-12-16,120.56,121.5,119.27,119.92,217694,-0.22,0.05,-0.41,0.001,0.237950775043255,0.0029902921318321015
2016-12-19,120.0,120.36,118.51,119.42,147741,0.22,0.31,0.09,0.001,0.247047134992424,-0.005822649883098559
2016-12-20,119.44,119.77,118.8,118.95,121702,0.44,0.43,0.68,0.001,0.247205323088413,-0.005269595209145303
2016-12-21,118.95,119.2,118.48,118.95,98697,-0.24,-0.38,0.23,0.001,0.245694106650049,-0.0012587758451142953
2016-12-22,118.89,119.08,116.93,117.52,148913,-0.3,-0.75,0.25,0.001,0.242513289164792,-0.0004198967065418035
2016-12-23,117.36,117.59,116.3,117.15,100303,0.19,0.56,-0.51,0.001,0.23766245701186,-0.01387265505554827
2016-12-27,117.05,118.68,116.86,118.01,108066,0.27,0.21,0.13,0.001,0.202054252559669,-0.001107981538788533
2016-12-28,118.18,118.4,116.65,116.8,109420,-0.87,-0.27,0.09,0.001,0.188714289279477,0.006290440694390973
2016-12-29,116.7,117.6,116.06,116.4,90050,-0.04,0.13,-0.31,0.001,0.173443373123822,-0.009279460448041649
2016-12-30,116.02,116.83,114.77,115.25,165295,-0.52,-0.11,0.21,0.001,0.156239518323855,-0.0048870505785455565
2017-01-03,116.0,117.84,115.05,116.7,190617,0.83,-0.11,0.08,0.002,0.0742174088768183,-0.011236030001792291
2017-01-04,117.47,119.66,116.86,118.61,181857,0.79,0.96,-0.15,0.002,0.0537867671973169,0.015609803126545066
2017-01-05,119.73,120.95,119.1,120.83,127453,-0.21,-0.86,-0.8,0.002,0.0336676030866148,0.015538423235494123
2017-01-06,120.67,123.88,120.03,123.33,265065,0.29,-0.63,-0.31,0.002,0.0138573003290941,0.016544461592348465
2017-01-09,123.5,125.43,123.04,124.82,212742,-0.37,-0.27,-1.04,0.002,-0.0436200782685485,0.022452647365994286
2017-01-10,124.95,125.5,124.28,124.45,159275,0.16,0.97,0.56,0.002,-0.0618018490934003,0.012001255266966217
2017-01-11,124.01,126.15,124.01,125.96,171452,0.31,-0.32,0.53,0.002,-0.0793946622676803,-0.004413278978563508
2017-01-12,125.57,127.01,124.8,127.01,170294,-0.3,-0.57,-0.89,0.002,-0.0964008054904368,0.013895751795983716
2017-01-13,127.01,129.27,127.01,128.4,230312,0.29,0.63,-0.08,0.002,-0.112822490172504,0.004194592847157353
2017-01-17,128.49,128.49,127.4,127.8,133587,-0.49,-0.86,-0.59,0.002,-0.173208385287654,0.013492462346237124
2017-01-18,127.88,128.43,126.84,128.33,115987,0.24,0.17,0.24,0.002,-0.187242914752455,-0.003668814870752251
2017-01-19,128.02,128.45,127.45,127.61,109825,-0.38,-0.5,-0.04,0.002,-0.200873769610627,0.000390906606522381
2017-01-20,127.99,128.48,126.78,127.05,172334,0.33,0.06,0.18,0.002,-0.214102722364006,-0.00289658478291866
2017-01-23,127.0,129.25,126.64,129.1,149621,-0.29,-0.02,-0.3,0.002,-0.251392726726222,-0.004006462737646167
2017-01-24,129.06,129.9,128.38,129.48,139389,0.83,0.68,0.8,0.002,-0.263065725037355,0.014767561759355482
2017-01-25,129.4,131.75,129.1,131.74,172545,0.84,0.15,0.35,0.002,-0.274382263322127,0.003406910151255619
2017-01-26,131.79,133.86,131.2,131.85,182821,-0.1,-0.62,0.38,0.002,-0.285343813137906,0.016178241092167103
2017-01-27,132.11,132.95,131.08,132.01,180925,-0.12,0.03,-0.66,0.002,-0.29595179988078,0.009838897386618476
2017-01-30,132.1,132.17,129.6,131.1,174160,-0.68,-0.72,-0.41,0.002,-0.32562820848209,-0.004529038675540718
2017-01-31,130.77,131.48,129.51,131.4,176898,0.0,0.88,-0.55,0.002,-0.335476686854557,-0.009119967833324397
2017-02-01,131.65,137.99,130.32,133.4,449183,0.04,-0.05,0.02,0.002,-0.345659271806035,-0.0050515912431702776
2017-02-02,133.88,135.49,130.0,130.34,502466,-0.02,-0.26,-0.31,0.002,-0.356465404129565,0.022083909941129
2017-02-03,130.8,132.85,130.38,130.93,225041,0.82,0.55,0.64,0.002,-0.36678929434104,-0.01810175585035997
2017-02-06,131.0,132.2,130.3,132.08,156635,-0.27,-0.57,-0.2,0.002,-0.394159735416394,0.0010694371524012868
2017-02-07,132.1,133.0,131.61,131.84,134184,-0.01,-0.3,-0.51,0.002,-0.400821125834875,0.008211740370900451
2017-02-08,131.84,134.44,131.5,134.25,202201,0.06,-0.24,-0.53,0.002,-0.40598069327911,-0.0016673138004386612
2017-02-09,134.44,134.77,133.31,134.09,152637,0.72,0.71,0.02,0.002,-0.40963910867861,0.017742166361531298
2017-02-10,134.44,134.94,133.68,134.05,139029,0.38,0.39,0.12,0.002,-0.411796847759078,-0.0004471789661934964
2017-02-13,134.48,134.73,133.7,134.03,122913,0.49,-0.32,0.32,0.002,-0.409572296954786,0.00037269780041334456
2017-02-14,134.16,134.23,132.55,133.84,132751,0.45,-0.23,0.33,0.002,-0.406659473905276,-0.0010438339554294104
2017-02-15,134.09,134.1,132.66,133.35,116089,0.54,0.19,-0.44,0.002,-0.402872376272104,-0.0014930722690184612
2017-02-16,133.6,133.87,133.0,133.6,115695,-0.16,-0.21,-0.03,0.002,-0.398210511596244,-0.0030678611942126467
2017-02-17,133.63,134.1,133.07,133.39,113188,0.2,-0.01,-0.57,0.002,-0.392673273667461,0.00299307319369047
2017-02-21,133.84,134.28,132.9,133.61,130897,0.6,-0.04,0.13,0.002,-0.361313890111449,-0.0023188625852177867
2017-02-22,133.81,136.79,133.4,136.05,250927,-0.15,-0.38,0.11,0.002,-0.351472500719689,0.001421904823291851
2017-02-23,136.1,136.4,134.33,135.2,165980,-0.11,-0.68,0.26,0.002,-0.340953772675856,0.017788743870198506
2017-02-24,135.16,135.62,133.6,135.31,115608,0.15,0.04,-0.92,0.002,-0.329756338166635,-0.0055989096547891005
2017-02-27,135.46,137.19,135.02,136.37,129518,0.22,0.82,-0.34,0.002,-0.291550350848937,0.0005908493459459022
2017-02-28,136.37,136.81,134.75,135.42,147457,-0.42,-1.38,0.21,0.002,-0.276184932188459,0.007136333236825589
2017-03-01,136.07,137.48,135.25,137.32,146291,1.47,0.43,0.71,0.001,-0.259221182989037,-0.006398337765696885
2017-03-02,137.55,137.82,136.31,136.6,109163,-0.7,-0.53,-0.88,0.001,-0.24176409202291,0.013775166986312686
2017-03-03,136.71,137.33,136.08,137.16,99069,0.09,-0.21,0.13,0.001,-0.224126351619064,-0.004814386838305396
2017-03-06,137.0,137.83,136.51,137.44,110955,-0.38,-0.36,-0.1,0.001,-0.170490939041702,0.002993489699165728
2017-03-07,137.35,138.37,136.99,137.12,120562,-0.36,-0.29,-0.05,0.001,-0.153139598225881,0.0018208971391396559
2017-03-08,137.77,137.99,137.0,137.85,90718,-0.19,-0.1,-0.82,0.001,-0.136243445797803,-0.000873580425118702
2017-03-09,137.5,138.57,137.3,138.3,137488,0.04,-0.47,-0.28,0.001,-0.119800284649398,0.003054311107543783
2017-03-10,138.82,139.49,138.22,138.71,143915,0.34,0.09,-0.39,0.001,-0.103807976577766,0.0037686954932939372
2017-03-13,138.76,139.68,138.43,139.6,95976,0.13,0.33,-0.02,0.001,-0.0582530643062124,0.003970607707110556
2017-03-14,139.33,139.6,138.52,139.4,117920,-0.36,-0.23,0.03,0.001,-0.0432334331948456,0.005819284376377143
2017-03-15,139.6,140.1,138.49,139.91,175273,0.86,0.73,-0.42,0.001,-0.028106813291621,-0.002007737566372188
2017-03-16,140.0,140.6,139.72,139.92,122638,-0.06,0.45,0.24,0.001,-0.0128712375913976,0.0028669313539608486
2017-03-17,139.91,140.34,139.7,139.75,175387,-0.08,0.62,-0.26,0.001,0.0024752750791413,0.001930600107767527
2017-03-20,139.9,140.19,139.25,139.97,101178,-0.25,-0.07,-0.75,0.001,0.0489151814505188,-0.0010721439004640165
2017-03-21,140.19,142.31,138.34,138.34,267063,-1.48,-1.34,-0.68,0.001,0.0638543745880851,0.0007148903064839511
2017-03-22,138.0,139.79,137.6,139.63,154394,0.16,-0.3,-0.54,0.001,0.0783286304585455,-0.01027128452105996
2017-03-23,139.45,140.39,139.09,139.62,111434,-0.03,0.69,0.46,0.001,0.0923398312362313,0.007767036780788718
2017-03-24,140.15,141.03,139.5,140.6,153917,-0.05,0.12,-0.24,0.001,0.105889798881642,-0.00042990113212089084
2017-03-27,139.16,140.65,138.77,140.52,110876,-0.05,0.56,-0.52,0.001,0.144090192530408,0.005788396584735492
2017-03-28,140.7,141.95,140.0,141.73,133038,0.72,-0.15,0.71,0.001,0.155910681335096,-0.0001424428120868564
2017-03-29,142.25,142.86,141.43,142.61,134667,0.18,0.4,-0.06,0.001,0.167076026465347,0.010209873076043346
2017-03-30,142.32,142.95,141.85,142.31,109964,0.36,0.33,0.93,0.001,0.177587679817976,0.006258584012629806
2017-03-31,142.25,142.63,141.5,141.69,104185,-0.16,0.57,-0.3,0.001,0.187447008286336,-0.0016837862792686412
2017-04-03,142.03,142.47,140.82,142.2,119474,-0.28,-1.1,-0.11,0.003,0.21347521703537,-0.002531119899730169
2017-04-04,141.98,142.28,141.27,141.77,108463,0.05,-0.23,0.31,0.003,0.220648516406964,0.0016178106323387884
2017-04-05,141.73,143.44,141.29,141.65,156454,-0.44,-0.79,-0.3,0.003,0.226907237530357,-0.003873129095722998
2017-04-06,141.72,142.35,140.91,141.15,136203,0.32,0.69,0.5,0.003,0.232252194264607,0.0008463925969250957
2017-04-07,140.78,141.55,140.24,140.77,103964,-0.08,0.14,-0.26,0.003,0.236684081646506,-0.0048053798242697
2017-04-10,141.22,141.43,140.63,141.01,77238,0.08,0.1,0.1,0.003,0.244780758090433,-0.002766442652088221
2017-04-11,141.18,141.2,138.81,139.98,141120,-0.05,0.81,0.25,0.003,0.246377440475375,0.001845107381599505
2017-04-12,140.3,140.4,139.44,139.62,105013,-0.49,-0.84,-0.52,0.003,0.247601089696945,-0.007972672041839102
2017-04-13,139.53,140.58,139.15,139.16,97800,-0.75,-0.23,-0.79,0.003,0.248451864873593,-0.002432888498758362
2017-04-17,139.5,141.78,139.43,141.78,93422,0.89,0.24,0.22,0.003,0.247863771901247,-0.001362175350026788
2017-04-18,141.3,141.91,140.61,140.96,107869,-0.25,0.36,-0.16,0.003,0.246396050864706,0.014458419466144238
2017-04-19,141.21,143.04,141.0,142.46,139777,-0.08,0.6,-0.38,0.003,0.244364456126581,-0.0032579601864773816
2017-04-20,142.98,144.25,142.48,143.75,145848,0.83,0.52,0.26,0.003,0.241768723506419,0.009250476931284257
2017-04-21,143.98,144.17,142.27,143.6,105933,-0.28,0.1,-0.14,0.003,0.238608515465533,0.010696777370624671
2017-04-24,145.25,145.69,143.68,145.43,133098,1.18,0.17,0.51,0.003,0.225663466217875,-0.0008349103147429911
2017-04-25,145.5,147.15,145.15,146.51,156155,0.66,0.36,-0.05,0.003,0.219661567102232,0.012381330825128309
2017-04-26,146.56,147.59,146.09,146.58,103750,0.04,0.71,0.31,0.003,0.212586478092902,0.006987314214060527
2017-04-27,146.99,149.74,146.14,149.74,101448,0.05,-0.13,-0.96,0.003,0.204437279173612,0.0004776864058313433
2017-04-28,149.74,151.53,149.05,150.45,281191,-0.3,-0.67,-0.59,0.003,0.195212910655135,0.007748281946359894
2017-05-01,150.85,152.65,150.55,152.64,227334,0.21,0.27,-0.13,0.003,0.161508836391962,0.01711740418942509
2017-05-02,152.79,153.44,151.66,152.65,195444,0.03,-0.46,-0.21,0.003,0.149266726673744,0.014601739058492023
2017-05-03,152.65,154.85,145.45,148.01,264592,-0.19,-0.54,0.2,0.003,0.137140237964493,0.0020966590940454024
2017-05-04,149.49,151.8,148.72,150.75,326788,0.02,-0.06,-0.36,0.003,0.125127793384126,-0.006435086843479064
2017-05-05,150.85,151.63,149.79,150.15,157177,0.46,0.06,0.04,0.003,0.113227830882404,-0.006277879344695284
2017-05-08,150.57,151.15,149.74,151.05,138435,-0.04,-0.27,0.28,0.003,0.0784697741864977,-0.00405195663964246
2017-05-09,151.15,152.59,150.12,150.15,159373,-0.05,0.5,-0.79,0.003,0.0674766604073519,0.00544304690549227
2017-05-10,150.45,151.35,148.86,151.22,108601,0.21,0.19,0.02,0.003,0.0567784060083353,-0.0038469372343605487
2017-05-11,151.34,151.56,149.41,150.0,105237,-0.26,-0.36,-0.15,0.003,0.0463736198312425,-0.0012634440417856195
2017-05-12,149.99,150.5,149.63,150.31,86209,-0.18,-0.29,-0.62,0.003,0.0362609488793011,-0.0016648358099233375
2017-05-15,150.7,151.48,149.77,150.03,133176,0.53,0.25,0.2,0.003,0.00775513278827133,0.0019310123843474113
2017-05-16,150.68,150.83,149.03,149.12,127119,-0.03,0.16,-0.1,0.003,-0.00118225720676529,-0.0009317184098522406
2017-05-17,148.81,149.11,144.42,145.5,251533,-1.97,-0.89,-0.53,0.003,-0.00990660174728913,-0.0027336283891928005
2017-05-18,144.7,148.25,143.6,148.15,191218,0.4,0.05,-0.4,0.003,-0.0184190353121639,-0.03346877850724277
2017-05-19,148.5,149.39,147.87,147.87,143640,0.7,-0.38,0.41,0.003,-0.026720664824198,0.019213595082758765
2017-05-22,148.25,148.75,147.69,148.0,111961,0.56,0.27,-0.3,0.003,-0.0502060355134306,0.0027052227866368223
2017-05-23,148.52,148.81,147.25,148.04,112851,0.18,-0.07,0.61,0.003,-0.056939428952072,0.0012150321992767962
2017-05-24,148.1,150.23,139.97,150.05,166138,0.24,-0.15,-0.5,0.003,-0.062896858360245,-0.001147433510627791
2017-05-25,150.25,152.59,149.95,151.95,178957,0.42,-0.27,-0.77,0.003,-0.0680790984182382,0.013216696363896073
2017-05-26,151.95,152.25,151.15,152.12,132274,0.06,-0.02,0.09,0.003,-0.072486823003818,0.01271549582471766
2017-05-30,152.25,152.9,151.64,152.35,121321,-0.19,-0.5,-0.32,0.003,-0.083955047092626,0.0011180769574865477
2017-05-31,152.5,153.35,151.09,151.59,164479,-0.02,0.03,-0.56,0.003,-0.0864275347635922,0.0016419825159040824
2017-06-01,152.0,152.29,150.3,151.5,131433,0.95,0.98,0.03,0.003,-0.0888907335403902,-0.006055823955069821
2017-06-02,151.67,153.64,151.23,153.55,156708,0.35,0.54,-0.8,0.003,-0.0916793959076979,0.0004620086462193291
2017-06-05,153.7,154.71,153.02,153.55,111916,-0.17,-0.45,0.0,0.003,-0.100814500239244,0.013633310722329347
2017-06-06,153.69,154.52,152.48,153.05,117208,-0.28,0.1,-0.07,0.003,-0.103974322248935,0.00013021741724782767
2017-06-07,153.35,153.75,152.34,153.2,106775,0.15,-0.19,0.01,0.003,-0.107299768944204,-0.005351840159277795
2017-06-08,153.59,154.75,153.1,154.54,160162,0.18,1.16,0.92,0.003,-0.110791272752836,0.0020265885214988265
2017-06-09,154.5,155.59,146.61,149.7,315160,-0.12,0.01,2.38,0.003,-0.11444928769602,0.010330546926404104
2017-06-12,148.4,149.5,144.56,148.8,284441,-0.11,-0.27,0.35,0.003,-0.126092809569674,-0.033587336329592245
2017-06-13,148.82,151.18,148.82,150.97,183830,0.55,0.09,-0.14,0.003,-0.129757942669962,-0.007784255981473991
2017-06-14,151.36,152.4,149.05,149.6,177888,-0.17,-0.47,-0.55,0.003,-0.13326265129497,0.014977486701919486
2017-06-15,148.05,150.04,146.37,149.8,171215,-0.3,-0.24,-0.12,0.003,-0.136607391182986,-0.002857762952456446
2017-06-16,149.64,150.9,148.6,150.9,195080,-0.03,-0.23,-0.18,0.003,-0.139792597270606,-0.0029994823054957276
2017-06-19,151.0,153.57,151.0,152.98,167496,0.86,0.12,-0.75,0.003,-0.148389998064497,0.00559178660073263
2017-06-20,153.16,153.84,152.19,152.22,133937,-0.73,-0.4,-0.51,0.003,-0.15110263714796,0.014694976594859103
2017-06-21,151.9,154.08,151.75,153.82,135670,-0.07,-0.04,-1.69,0.003,-0.153824314110335,-0.004063947715406451
2017-06-22,153.92,154.55,152.91,153.48,116716,0.02,0.52,-0.42,0.003,-0.156555382867607,0.010844135391070313
2017-06-23,153.47,155.24,152.65,155.1,151751,0.24,0.83,-0.51,0.003,-0.159296198557031,-0.003319192161350711
2017-06-26,155.54,156.5,153.19,153.76,163072,0.04,-0.06,0.69,0.003,-0.167408957929345,0.01082782319723461
2017-06-27,153.66,153.66,150.39,150.53,175140,-0.84,-0.4,1.33,0.003,-0.169718347350246,-0.009589984632786309
2017-06-28,150.2,153.59,149.2,153.58,150769,1.02,0.75,0.21,0.003,-0.171736966231432,-0.019792170680221884
2017-06-29,153.4,153.4,148.91,151.0,214698,-0.83,-0.11,1.38,0.003,-0.173465077066029,0.017510834757051574
2017-06-30,150.88,152.1,150.06,150.86,130067,0.14,-0.09,-0.24,0.003,-0.174902904570655,-0.014460696409153649
2017-07-03,151.25,152.15,147.8,148.43,123399,0.24,0.35,1.21,0.004,-0.178130739169364,-0.00039730483394747354
2017-07-05,148.3,150.85,147.8,150.36,126298,0.12,-0.7,-0.57,0.004,-0.181319141270289,-0.017033931741508253
2017-07-06,150.36,150.36,148.0,148.82,133183,-0.95,-0.5,0.11,0.004,-0.183467989408304,0.01278594966656869
2017-07-07,148.5,151.99,148.4,151.48,119890,0.7,0.42,-0.41,0.004,-0.185986958810591,-0.010161800137160944
2017-07-10,152.0,153.98,151.47,153.52,119659,0.05,-0.43,-0.09,0.004,-0.195398652766362,0.017451951101815084
2017-07-11,153.6,155.43,152.91,155.2,119496,0.0,0.38,-0.53,0.004,-0.198975000048085,0.013511046919634133
2017-07-12,155.48,159.16,155.32,158.91,197904,0.72,0.13,-0.53,0.004,-0.20286612670554,0.011464995727402926
2017-07-13,158.95,159.78,158.42,159.23,122455,0.17,-0.06,0.37,0.004,-0.207072538725273,0.02310947302841772
2017-07-14,159.3,160.32,159.02,160.1,145503,0.42,-0.13,-0.51,0.004,-0.211594783092276,0.002263019651023274
2017-07-17,160.03,160.78,158.81,160.37,108775,0.0,0.21,0.13,0.004,-0.226750496681746,0.0044482484705808375
2017-07-18,160.55,163.73,158.75,162.95,206661,0.04,-0.3,-0.33,0.004,-0.231968295443467,-0.001501439145070269
2017-07-19,163.3,165.7,162.98,164.49,215578,0.59,0.53,0.03,0.004,-0.237243237019247,0.01940607741962236
2017-07-20,164.5,165.14,162.81,164.49,161233,-0.01,0.05,-0.01,0.004,-0.242576007341385,0.007828773929976851
2017-07-21,164.75,165.05,163.45,164.48,126748,-0.08,-0.42,-0.28,0.004,-0.247967299862002,0.0023732022114343874
2017-07-24,164.43,166.5,164.15,165.19,155942,-0.03,0.12,-0.2,0.004,-0.264449186758753,-0.0006080131658128825
2017-07-25,165.25,165.85,163.86,165.5,136407,0.38,0.37,0.92,0.004,-0.270099437105267,0.009502883201716349
2017-07-26,165.5,173.39,158.0,171.1,316282,-0.06,-0.36,-0.7,0.004,-0.27587974922377,-0.004346789035553579
2017-07-27,171.6,179.21,167.5,169.78,588854,-0.14,-0.62,0.45,0.004,-0.281790874762927,0.001994633318692789
2017-07-28,170.0,173.43,169.05,172.48,223913,-0.17,-0.06,0.24,0.004,-0.287833582381857,0.028747707726363432
2017-07-31,172.37,172.72,168.55,168.81,224820,-0.11,-0.33,0.44,0.004,-0.306641007968043,0.011723981620457074
2017-08-01,170.5,171.05,168.85,170.74,128698,0.24,-0.24,0.18,0.004,-0.313170729861265,-0.018730410194118557
2017-08-02,170.35,170.9,166.91,169.15,155706,-0.08,-1.18,0.15,0.004,-0.320015046667468,0.003597662446680148
2017-08-03,169.4,169.7,168.25,168.6,93940,-0.21,-0.33,-0.29,0.004,-0.326592908121781,-0.0033022673799513688
2017-08-04,169.0,170.06,168.59,169.65,95677,0.25,0.3,0.36,0.004,-0.332905169582995,-0.004202598757603216
2017-08-07,170.0,172.25,169.66,172.0,114310,0.16,-0.09,-0.6,0.004,-0.350067451973404,0.006090903354387483
2017-08-08,172.22,173.05,170.4,170.6,129080,-0.24,-0.09,0.21,0.004,-0.355310663378399,0.013817556268334214
2017-08-09,170.5,171.45,169.56,171.05,95137,-0.14,-0.76,-0.1,0.004,-0.360466457401437,-0.004370509083744684
2017-08-10,170.69,170.73,166.5,166.58,175439,-1.49,-0.3,0.25,0.004,-0.365535504481349,-0.0002920650796519671
2017-08-11,166.56,169.18,166.0,168.15,123545,0.2,0.24,-0.88,0.004,-0.370518463776739,-0.02232947134775474
2017-08-14,169.2,171.08,168.08,170.99,114333,1.03,0.26,0.06,0.004,-0.384593852664068,0.004053946222760168
2017-08-15,171.25,171.6,170.01,170.9,78009,-0.11,-0.85,-0.04,0.004,-0.388648183549142,0.015760430015058797
2017-08-16,171.05,171.97,169.24,169.74,139561,0.18,-0.13,-0.45,0.004,-0.392392219624266,0.0014630580517603152
2017-08-17,170.0,170.0,166.61,166.76,151169,-1.59,-0.17,-0.15,0.004,-0.395826447748915,-0.005865119452398134
2017-08-18,167.02,168.67,166.21,167.4,137136,-0.15,0.14,0.21,0.004,-0.398951314496374,-0.018343668094924923
2017-08-21,167.0,168.0,165.82,167.84,105687,0.06,-0.25,-0.22,0.004,-0.406337435140129,0.002991148365791508
2017-08-22,168.25,169.87,167.15,169.8,102113,1.07,-0.02,-0.25,0.004,-0.408092670927026,0.0022076741368343192
2017-08-23,169.5,169.5,168.2,168.22,84008,-0.32,0.1,0.4,0.004,-0.409540484669668,0.011024947253591069
2017-08-24,169.15,169.5,166.41,167.52,120132,-0.14,0.6,0.18,0.004,-0.410681064635962,-0.005497232602354775
2017-08-25,167.88,168.5,166.0,166.08,112483,0.18,0.13,0.58,0.004,-0.411514559142365,-0.005766114744897836
2017-08-28,166.0,167.7,165.88,166.45,74511,0.08,0.35,-0.74,0.004,-0.412036895922908,-0.008501505727002515
2017-08-29,165.4,168.43,165.0,168.34,94830,0.1,0.14,-0.39,0.004,-0.409673791110491,0.005516250748218888
2017-08-30,168.5,170.18,167.63,169.86,96323,0.53,0.02,-0.32,0.004,-0.405171063668643,0.004831635637426714
2017-08-31,170.23,172.15,170.05,172.0,150739,0.62,0.47,-0.42,0.004,-0.398528128080701,0.011066154260384653
2017-09-01,172.02,172.92,171.31,172.19,102352,0.27,0.41,0.44,0.005,-0.389744120525895,0.011992322527746714
2017-09-05,171.8,172.39,169.55,170.79,114148,-0.81,0.1,-0.95,0.005,-0.337488147514213,0.0002907235653674183
2017-09-06,171.11,172.48,169.57,171.8,120903,0.28,-0.03,0.13,0.005,-0.322882953007662,-0.007585978965455604
2017-09-07,171.95,173.31,170.27,173.13,158929,-0.07,0.15,-0.93,0.005,-0.308120023856134,0.007992779122180143
2017-09-08,172.98,173.49,170.8,170.95,97748,-0.16,0.04,0.36,0.005,-0.29319744034738,0.006487199062391129
2017-09-11,172.08,173.89,171.99,173.51,109411,1.08,-0.12,0.63,0.005,-0.246475878567864,-0.01313367305923977
2017-09-12,173.95,174.0,171.75,172.95,100013,0.43,0.25,0.71,0.005,-0.229463991232154,0.014864107260477787
2017-09-13,172.93,173.17,172.06,172.91,81632,0.11,0.31,0.36,0.005,-0.211827653187883,-0.003174811434114382
2017-09-14,172.9,172.9,170.45,170.55,140710,-0.12,-0.04,-0.07,0.005,-0.193564571076202,0.0005201930547006137
2017-09-15,171.19,172.34,170.26,171.5,128739,0.19,0.28,0.12,0.005,-0.174672370038974,-0.012150935461241527
2017-09-18,172.07,172.4,169.34,170.55,106856,0.24,0.37,0.2,0.005,-0.113674268920605,0.003969602341034537
2017-09-19,170.4,172.56,170.36,172.3,108347,0.15,-0.28,0.35,0.005,-0.0912099902931879,-0.009542024857573677
2017-09-20,172.41,173.05,170.7,172.1,102566,0.16,0.23,0.52,0.005,-0.0675949453481358,0.01465596552575731
2017-09-21,172.5,172.6,170.01,171.0,101260,-0.28,0.1,0.37,0.005,-0.0428260632794721,-0.0020308457934045464
2017-09-22,170.72,171.73,169.1,170.0,107150,0.12,0.44,0.13,0.005,-0.016900123240856,-0.006175718783882212
2017-09-25,169.99,170.52,161.56,163.3,371810,-0.25,0.31,0.63,0.005,0.0678679819070364,-0.0033367981202589926
2017-09-26,163.3,165.5,162.78,164.4,205934,0.05,0.39,0.13,0.005,0.0982563006953038,-0.04601752638167572
2017-09-27,164.99,168.34,164.85,167.9,162660,0.63,1.39,0.17,0.005,0.129605474806151,0.00819383324594867
2017-09-28,167.42,169.07,167.16,168.82,107528,0.13,0.16,-0.07,0.005,0.161919580760772,0.020911220254406445
2017-09-29,169.25,171.66,168.8,170.89,134326,0.35,-0.12,-0.27,0.005,0.195202820556238,0.006242421117239207
2017-10-02,171.05,171.87,168.75,169.48,115948,0.5,0.84,0.16,0.004,0.299963178219699,0.012603223694437058
2017-10-03,169.9,170.73,169.12,169.96,71814,0.26,-0.03,-0.02,0.004,0.333285118843475,-0.008227078292139712
2017-10-04,170.23,170.67,168.0,168.55,106172,0.05,-0.28,-0.45,0.004,0.36466429525542,0.0028872305267416166
2017-10-05,168.55,171.34,168.55,170.91,126287,0.55,-0.34,0.35,0.004,0.394104787878107,-0.00910230870599953
2017-10-06,171.04,172.37,169.75,172.15,110641,-0.08,-0.08,-0.25,0.004,0.421610425035426,0.01660526274875839
